,Datetime,Text,hashtags,city,tokenized_tweets,date
2232,2020-04-08 23:50:58+00:00,I hate it here. @USA,,"Richmond, VA","['I', 'hate', 'it', 'here', '.', '@', 'USA']",2020-04-08
2233,2020-04-08 23:50:58+00:00,Wow and this guy been getting in the way.,,"Richmond, VA","['Wow', 'and', 'this', 'guy', 'been', 'getting', 'in', 'the', 'way', '.']",2020-04-08
2234,2020-04-08 23:50:48+00:00,Big loss for RVA. You’re a pro Brosephs. I hate this.,,"Richmond, VA","['Big', 'loss', 'for', 'RVA', '.', 'You', '’', 're', 'a', 'pro', 'Brosephs', '.', 'I', 'hate', 'this', '.']",2020-04-08
2235,2020-04-08 23:50:17+00:00,I am 100% all in for Coach Roose’s weekly workouts. #ThisIsRamNation,#ThisIsRamNation,"Richmond, VA","['I', 'am', '100', '%', 'all', 'in', 'for', 'Coach', 'Roose', '’', 's', 'weekly', 'workouts', '.', '#', 'ThisIsRamNation']",2020-04-08
2236,2020-04-08 23:50:00+00:00,Just myth busters ,,"Richmond, VA","['Just', 'myth', 'busters']",2020-04-08
2237,2020-04-08 23:49:58+00:00,"Good night. Goodwill. @Midlothian, Virginia https://www.instagram.com/p/B-vSpXDBBJ5/?igshid=16n0ddnro7ysy",,"Richmond, VA","['Good', 'night', '.', 'Goodwill', '.', '@', 'Midlothian', ',', 'Virginia', 'https', ':', '//www.instagram.com/p/B-vSpXDBBJ5/', '?', 'igshid=16n0ddnro7ysy']",2020-04-08
2238,2020-04-08 23:49:58+00:00,"coming home to clean, cook and spend time with my baby while we wait for dad is the best feeling ever ",,"Richmond, VA","['coming', 'home', 'to', 'clean', ',', 'cook', 'and', 'spend', 'time', 'with', 'my', 'baby', 'while', 'we', 'wait', 'for', 'dad', 'is', 'the', 'best', 'feeling', 'ever']",2020-04-08
2239,2020-04-08 23:49:57+00:00,My take on mixed drinks to go: that’s a lot of unnecessary WASTE. Humans will do whatever it takes to kill this planet. And for what? Our made up reward system: money.,,"Richmond, VA","['My', 'take', 'on', 'mixed', 'drinks', 'to', 'go', ':', 'that', '’', 's', 'a', 'lot', 'of', 'unnecessary', 'WASTE', '.', 'Humans', 'will', 'do', 'whatever', 'it', 'takes', 'to', 'kill', 'this', 'planet', '.', 'And', 'for', 'what', '?', 'Our', 'made', 'up', 'reward', 'system', ':', 'money', '.']",2020-04-08
2240,2020-04-08 23:49:29+00:00,Who just said screaming for each other. You’re right.,,"Richmond, VA","['Who', 'just', 'said', 'screaming', 'for', 'each', 'other', '.', 'You', '’', 're', 'right', '.']",2020-04-08
2241,2020-04-08 23:49:17+00:00,That statue at burning man.,,"Richmond, VA","['That', 'statue', 'at', 'burning', 'man', '.']",2020-04-08
2242,2020-04-08 23:48:57+00:00,Please stop getting in my way,,"Richmond, VA","['Please', 'stop', 'getting', 'in', 'my', 'way']",2020-04-08
2243,2020-04-08 23:48:46+00:00,"People with time on your hands, does this check out?",,"Richmond, VA","['People', 'with', 'time', 'on', 'your', 'hands', ',', 'does', 'this', 'check', 'out', '?']",2020-04-08
2244,2020-04-08 23:48:37+00:00,Thank you my love!,,"Richmond, VA","['Thank', 'you', 'my', 'love', '!']",2020-04-08
2245,2020-04-08 23:48:08+00:00,Twitter is a terrible platform for discussing major metaphysical or philosophical questions.,,"Richmond, VA","['Twitter', 'is', 'a', 'terrible', 'platform', 'for', 'discussing', 'major', 'metaphysical', 'or', 'philosophical', 'questions', '.']",2020-04-08
2246,2020-04-08 23:47:59+00:00,#quarantinecooking continues at my house with my first ever attempt at #chickenwings. I roasted @thebyrdfarm wings and topped them with sticky Asian sauce based on kitchensanctuary’s recipe. Served with roasted miso… https://www.instagram.com/p/B-vSa3llL8O/?igshid=1wj828p4f4mrd,#quarantinecooking #chickenwings,"Richmond, VA","['#', 'quarantinecooking', 'continues', 'at', 'my', 'house', 'with', 'my', 'first', 'ever', 'attempt', 'at', '#', 'chickenwings', '.', 'I', 'roasted', '@', 'thebyrdfarm', 'wings', 'and', 'topped', 'them', 'with', 'sticky', 'Asian', 'sauce', 'based', 'on', 'kitchensanctuary', '’', 's', 'recipe', '.', 'Served', 'with', 'roasted', 'miso…', 'https', ':', '//www.instagram.com/p/B-vSa3llL8O/', '?', 'igshid=1wj828p4f4mrd']",2020-04-08
2247,2020-04-08 23:47:00+00:00,,,"Richmond, VA",[],2020-04-08
2248,2020-04-08 23:46:37+00:00,Ranch>>>>,,"Richmond, VA","['Ranch', '>', '>', '>', '>']",2020-04-08
2249,2020-04-08 23:46:29+00:00,Thank you! ,,"Richmond, VA","['Thank', 'you', '!']",2020-04-08
2250,2020-04-08 23:46:00+00:00,When the pandemic is over I’ll buy your family a fine cider at Poes.,,"Richmond, VA","['When', 'the', 'pandemic', 'is', 'over', 'I', '’', 'll', 'buy', 'your', 'family', 'a', 'fine', 'cider', 'at', 'Poes', '.']",2020-04-08
2251,2020-04-08 23:45:29+00:00,"What is Buss It on, or it was a single?",,"Richmond, VA","['What', 'is', 'Buss', 'It', 'on', ',', 'or', 'it', 'was', 'a', 'single', '?']",2020-04-08
2252,2020-04-08 23:44:34+00:00,Virus dies in 80 degree heat but our body’s normal temp is 98.6 gurllllllll,,"Richmond, VA","['Virus', 'dies', 'in', '80', 'degree', 'heat', 'but', 'our', 'body', '’', 's', 'normal', 'temp', 'is', '98.6', 'gurllllllll']",2020-04-08
2253,2020-04-08 23:43:31+00:00,She has nothing for this country. Joe could smell her all the time.,,"Richmond, VA","['She', 'has', 'nothing', 'for', 'this', 'country', '.', 'Joe', 'could', 'smell', 'her', 'all', 'the', 'time', '.']",2020-04-08
2254,2020-04-08 23:43:09+00:00,Will there be broadcasting in other languages besides English?,,"Richmond, VA","['Will', 'there', 'be', 'broadcasting', 'in', 'other', 'languages', 'besides', 'English', '?']",2020-04-08
2255,2020-04-08 23:42:37+00:00,My mum just asked me if I was in mourning... lol... #NotMeUs,#NotMeUs,"Richmond, VA","['My', 'mum', 'just', 'asked', 'me', 'if', 'I', 'was', 'in', 'mourning', '...', 'lol', '...', '#', 'NotMeUs']",2020-04-08
2256,2020-04-08 23:42:36+00:00,This is comedy ,,"Richmond, VA","['This', 'is', 'comedy']",2020-04-08
2257,2020-04-08 23:42:31+00:00,It’s hard to stay inside of my brain.,,"Richmond, VA","['It', '’', 's', 'hard', 'to', 'stay', 'inside', 'of', 'my', 'brain', '.']",2020-04-08
2258,2020-04-08 23:42:20+00:00,I mean damn I can have conversations w people from thousands of miles away,,"Richmond, VA","['I', 'mean', 'damn', 'I', 'can', 'have', 'conversations', 'w', 'people', 'from', 'thousands', 'of', 'miles', 'away']",2020-04-08
2259,2020-04-08 23:41:52+00:00,No. I’m just trying to focus.,,"Richmond, VA","['No', '.', 'I', '’', 'm', 'just', 'trying', 'to', 'focus', '.']",2020-04-08
2260,2020-04-08 23:41:38+00:00,I have to talk to myself sometimes to get my head on straight and everybody think I’m crazy for it,,"Richmond, VA","['I', 'have', 'to', 'talk', 'to', 'myself', 'sometimes', 'to', 'get', 'my', 'head', 'on', 'straight', 'and', 'everybody', 'think', 'I', '’', 'm', 'crazy', 'for', 'it']",2020-04-08
2261,2020-04-08 23:41:13+00:00,My failures on full display.,,"Richmond, VA","['My', 'failures', 'on', 'full', 'display', '.']",2020-04-08
2262,2020-04-08 23:41:05+00:00,Do it!!!,,"Richmond, VA","['Do', 'it', '!', '!', '!']",2020-04-08
2263,2020-04-08 23:41:03+00:00,Ok but wait lmao I have some fucked up out of context photos lol,,"Richmond, VA","['Ok', 'but', 'wait', 'lmao', 'I', 'have', 'some', 'fucked', 'up', 'out', 'of', 'context', 'photos', 'lol']",2020-04-08
2264,2020-04-08 23:40:56+00:00,Lmao right,,"Richmond, VA","['Lmao', 'right']",2020-04-08
2265,2020-04-08 23:40:50+00:00,That’s why I smoke,,"Richmond, VA","['That', '’', 's', 'why', 'I', 'smoke']",2020-04-08
2266,2020-04-08 23:40:25+00:00,I wasn’t on anything. I can’t focus.,,"Richmond, VA","['I', 'wasn', '’', 't', 'on', 'anything', '.', 'I', 'can', '’', 't', 'focus', '.']",2020-04-08
2267,2020-04-08 23:39:08+00:00,The original film is tied with Casablanca as my favorite film. I like the original Japanese film more than the english language modification.,,"Richmond, VA","['The', 'original', 'film', 'is', 'tied', 'with', 'Casablanca', 'as', 'my', 'favorite', 'film', '.', 'I', 'like', 'the', 'original', 'Japanese', 'film', 'more', 'than', 'the', 'english', 'language', 'modification', '.']",2020-04-08
2268,2020-04-08 23:39:07+00:00,I am a lucky guy.,,"Richmond, VA","['I', 'am', 'a', 'lucky', 'guy', '.']",2020-04-08
2269,2020-04-08 23:38:35+00:00,EVENING SESH started off with a 20 min clock to work on strict pull-ups and pistols. They’re feeling a million times better than they did before! Back in October we could barely do 1 and now they’re a lot… https://www.instagram.com/p/B-vRVzdlxLN/?igshid=4bx3h79kpsfl,,"Richmond, VA","['EVENING', 'SESH', 'started', 'off', 'with', 'a', '20', 'min', 'clock', 'to', 'work', 'on', 'strict', 'pull-ups', 'and', 'pistols', '.', 'They', '’', 're', 'feeling', 'a', 'million', 'times', 'better', 'than', 'they', 'did', 'before', '!', 'Back', 'in', 'October', 'we', 'could', 'barely', 'do', '1', 'and', 'now', 'they', '’', 're', 'a', 'lot…', 'https', ':', '//www.instagram.com/p/B-vRVzdlxLN/', '?', 'igshid=4bx3h79kpsfl']",2020-04-08
2270,2020-04-08 23:38:28+00:00,bernie Sanders please opan KFC,,"Richmond, VA","['bernie', 'Sanders', 'please', 'opan', 'KFC']",2020-04-08
2271,2020-04-08 23:38:15+00:00,You are a big part of this failure.,,"Richmond, VA","['You', 'are', 'a', 'big', 'part', 'of', 'this', 'failure', '.']",2020-04-08
2272,2020-04-08 23:38:04+00:00,"“When life gives you lemons, add vodka.” 4 oz vodka (more if needed) 1 oz triple sec 2 oz simple syrup 2 oz lemon juice 1 lemon zest",,"Richmond, VA","['“', 'When', 'life', 'gives', 'you', 'lemons', ',', 'add', 'vodka.', '”', '4', 'oz', 'vodka', '(', 'more', 'if', 'needed', ')', '1', 'oz', 'triple', 'sec', '2', 'oz', 'simple', 'syrup', '2', 'oz', 'lemon', 'juice', '1', 'lemon', 'zest']",2020-04-08
2273,2020-04-08 23:37:50+00:00,Talk about 'Bern Out!' ,,"Richmond, VA","['Talk', 'about', ""'Bern"", 'Out', '!', ""'""]",2020-04-08
2274,2020-04-08 23:37:39+00:00,I can’t learn Spanish rn phone I’m exhausted,,"Richmond, VA","['I', 'can', '’', 't', 'learn', 'Spanish', 'rn', 'phone', 'I', '’', 'm', 'exhausted']",2020-04-08
2275,2020-04-08 23:37:37+00:00,Yea I shared it wrong but the joke is hilarious. I might make a point to correct the whole damnit thing,,"Richmond, VA","['Yea', 'I', 'shared', 'it', 'wrong', 'but', 'the', 'joke', 'is', 'hilarious', '.', 'I', 'might', 'make', 'a', 'point', 'to', 'correct', 'the', 'whole', 'damnit', 'thing']",2020-04-08
2276,2020-04-08 23:37:15+00:00,Idk I need to mop this floor,,"Richmond, VA","['Idk', 'I', 'need', 'to', 'mop', 'this', 'floor']",2020-04-08
2277,2020-04-08 23:37:06+00:00,Absolutely.,,"Richmond, VA","['Absolutely', '.']",2020-04-08
2278,2020-04-08 23:36:55+00:00,"And if you ain’t twerking bitch, bye yi Yi",,"Richmond, VA","['And', 'if', 'you', 'ain', '’', 't', 'twerking', 'bitch', ',', 'bye', 'yi', 'Yi']",2020-04-08
2279,2020-04-08 23:36:43+00:00,"I dunno, I missed the turnip pig on Sunday so I haven't been checking. ",,"Richmond, VA","['I', 'dunno', ',', 'I', 'missed', 'the', 'turnip', 'pig', 'on', 'Sunday', 'so', 'I', 'have', ""n't"", 'been', 'checking', '.']",2020-04-08
2280,2020-04-08 23:36:37+00:00,Yes.,,"Richmond, VA","['Yes', '.']",2020-04-08
2281,2020-04-08 23:36:06+00:00,Of course.,,"Richmond, VA","['Of', 'course', '.']",2020-04-08
2282,2020-04-08 23:35:43+00:00,*blame. Damnit.,,"Richmond, VA","['*blame', '.', 'Damnit', '.']",2020-04-08
2283,2020-04-08 23:34:58+00:00,Thank you!! ,,"Richmond, VA","['Thank', 'you', '!', '!']",2020-04-08
2284,2020-04-08 23:34:54+00:00,Old ppl shit,,"Richmond, VA","['Old', 'ppl', 'shit']",2020-04-08
2285,2020-04-08 23:34:52+00:00,After this quarantine we’re doing more stuff!!,,"Richmond, VA","['After', 'this', 'quarantine', 'we', '’', 're', 'doing', 'more', 'stuff', '!', '!']",2020-04-08
2286,2020-04-08 23:34:47+00:00,Coolest tree ever!,,"Richmond, VA","['Coolest', 'tree', 'ever', '!']",2020-04-08
2287,2020-04-08 23:34:30+00:00,Top 4 on this album.,,"Richmond, VA","['Top', '4', 'on', 'this', 'album', '.']",2020-04-08
2288,2020-04-08 23:34:24+00:00, ,,"Richmond, VA",[],2020-04-08
2289,2020-04-08 23:34:09+00:00,Especially when I did my job high as shit fast as shit and good as shit,,"Richmond, VA","['Especially', 'when', 'I', 'did', 'my', 'job', 'high', 'as', 'shit', 'fast', 'as', 'shit', 'and', 'good', 'as', 'shit']",2020-04-08
2290,2020-04-08 23:33:43+00:00, ,,"Richmond, VA",[],2020-04-08
2291,2020-04-08 23:33:38+00:00,That sauce was fire,,"Richmond, VA","['That', 'sauce', 'was', 'fire']",2020-04-08
2292,2020-04-08 23:33:32+00:00,I want to pet your kitties so bad!,,"Richmond, VA","['I', 'want', 'to', 'pet', 'your', 'kitties', 'so', 'bad', '!']",2020-04-08
2293,2020-04-08 23:33:15+00:00,"Ian played lottery in weeks, let me stop and put some numbers innn",,"Richmond, VA","['Ian', 'played', 'lottery', 'in', 'weeks', ',', 'let', 'me', 'stop', 'and', 'put', 'some', 'numbers', 'innn']",2020-04-08
2294,2020-04-08 23:33:14+00:00,Tobacco Row?,,"Richmond, VA","['Tobacco', 'Row', '?']",2020-04-08
2295,2020-04-08 23:33:00+00:00,You shouldn’t have fired me I was your best employee ,,"Richmond, VA","['You', 'shouldn', '’', 't', 'have', 'fired', 'me', 'I', 'was', 'your', 'best', 'employee']",2020-04-08
2296,2020-04-08 23:32:34+00:00,"The kid making cloth masks for hospital visitors (though she wouldn’t make me one!) @Richmond, Virginia https://www.instagram.com/p/B-vQqAzl710/?igshid=16nxick5b7bkd",,"Richmond, VA","['The', 'kid', 'making', 'cloth', 'masks', 'for', 'hospital', 'visitors', '(', 'though', 'she', 'wouldn', '’', 't', 'make', 'me', 'one', '!', ')', '@', 'Richmond', ',', 'Virginia', 'https', ':', '//www.instagram.com/p/B-vQqAzl710/', '?', 'igshid=16nxick5b7bkd']",2020-04-08
2297,2020-04-08 23:32:32+00:00, ,,"Richmond, VA",[],2020-04-08
2298,2020-04-08 23:32:27+00:00,Or is Rihanna the president...the world. May never. Know.,,"Richmond, VA","['Or', 'is', 'Rihanna', 'the', 'president', '...', 'the', 'world', '.', 'May', 'never', '.', 'Know', '.']",2020-04-08
2299,2020-04-08 23:32:01+00:00,Give me a job instead mrs president,,"Richmond, VA","['Give', 'me', 'a', 'job', 'instead', 'mrs', 'president']",2020-04-08
2300,2020-04-07 23:59:56+00:00,How cute that was hoe,,"Richmond, VA","['How', 'cute', 'that', 'was', 'hoe']",2020-04-07
2301,2020-04-07 23:59:42+00:00,@Pharrell @MissyElliott @Timbaland @ChadHugo We could use your help in VA #CoronavirusUSA https://charity.gofundme.com/o/en/campaign/community-testing-for-covid-19.,#CoronavirusUSA,"Richmond, VA","['@', 'Pharrell', '@', 'MissyElliott', '@', 'Timbaland', '@', 'ChadHugo', 'We', 'could', 'use', 'your', 'help', 'in', 'VA', '#', 'CoronavirusUSA', 'https', ':', '//charity.gofundme.com/o/en/campaign/community-testing-for-covid-19', '.']",2020-04-07
2302,2020-04-07 23:59:37+00:00,I thought she did last year bc of a hoe childhood friend that pulled some shit on her,,"Richmond, VA","['I', 'thought', 'she', 'did', 'last', 'year', 'bc', 'of', 'a', 'hoe', 'childhood', 'friend', 'that', 'pulled', 'some', 'shit', 'on', 'her']",2020-04-07
2303,2020-04-07 23:59:20+00:00,No she didn’t she’s fine,,"Richmond, VA","['No', 'she', 'didn', '’', 't', 'she', '’', 's', 'fine']",2020-04-07
2304,2020-04-07 23:59:13+00:00,Set my tinder to Chicago and got MATCHES..... when are you guys gonna social distance properly so this pandemic can end? ,,"Richmond, VA","['Set', 'my', 'tinder', 'to', 'Chicago', 'and', 'got', 'MATCHES', '...', '..', 'when', 'are', 'you', 'guys', 'gon', 'na', 'social', 'distance', 'properly', 'so', 'this', 'pandemic', 'can', 'end', '?']",2020-04-07
2305,2020-04-07 23:59:08+00:00,Pretty decent chance u won’t get carded at gas stations cause they don’t wanna touch your card. Ur welcome kids,,"Richmond, VA","['Pretty', 'decent', 'chance', 'u', 'won', '’', 't', 'get', 'carded', 'at', 'gas', 'stations', 'cause', 'they', 'don', '’', 't', 'wan', 'na', 'touch', 'your', 'card', '.', 'Ur', 'welcome', 'kids']",2020-04-07
2306,2020-04-07 23:58:39+00:00,Drinking a Hazy Little Thing by @SierraNevada @Bellevue —,,"Richmond, VA","['Drinking', 'a', 'Hazy', 'Little', 'Thing', 'by', '@', 'SierraNevada', '@', 'Bellevue', '—']",2020-04-07
2307,2020-04-07 23:58:35+00:00,,,"Richmond, VA",[],2020-04-07
2308,2020-04-07 23:58:27+00:00,I’m literally going to wait until the last minute watch me,,"Richmond, VA","['I', '’', 'm', 'literally', 'going', 'to', 'wait', 'until', 'the', 'last', 'minute', 'watch', 'me']",2020-04-07
2309,2020-04-07 23:58:04+00:00,No.,,"Richmond, VA","['No', '.']",2020-04-07
2310,2020-04-07 23:58:03+00:00,,,"Richmond, VA",[],2020-04-07
2311,2020-04-07 23:58:03+00:00, ,,"Richmond, VA",[],2020-04-07
2312,2020-04-07 23:57:45+00:00,I could like already be living in the damn state,,"Richmond, VA","['I', 'could', 'like', 'already', 'be', 'living', 'in', 'the', 'damn', 'state']",2020-04-07
2313,2020-04-07 23:57:32+00:00,WHY DO I NOT HAVE MY CAR BACK,,"Richmond, VA","['WHY', 'DO', 'I', 'NOT', 'HAVE', 'MY', 'CAR', 'BACK']",2020-04-07
2314,2020-04-07 23:57:32+00:00,beautyyy ,,"Richmond, VA",['beautyyy'],2020-04-07
2315,2020-04-07 23:56:59+00:00,We would love to talk more @CBS6 @CBS19News. Our advisory board includes the Dean of @UVAEngineers and many more #COVID #CoronaVirusUpdates #Earthdefencefund #essentialservices,#COVID #CoronaVirusUpdates #Earthdefencefund #essentialservices,"Richmond, VA","['We', 'would', 'love', 'to', 'talk', 'more', '@', 'CBS6', '@', 'CBS19News', '.', 'Our', 'advisory', 'board', 'includes', 'the', 'Dean', 'of', '@', 'UVAEngineers', 'and', 'many', 'more', '#', 'COVID', '#', 'CoronaVirusUpdates', '#', 'Earthdefencefund', '#', 'essentialservices']",2020-04-07
2316,2020-04-07 23:56:55+00:00,Are you an Aquarian? Okay you don’t understand then,,"Richmond, VA","['Are', 'you', 'an', 'Aquarian', '?', 'Okay', 'you', 'don', '’', 't', 'understand', 'then']",2020-04-07
2317,2020-04-07 23:56:45+00:00,Yes only that one she so special no matter what I’ll drop anything,,"Richmond, VA","['Yes', 'only', 'that', 'one', 'she', 'so', 'special', 'no', 'matter', 'what', 'I', '’', 'll', 'drop', 'anything']",2020-04-07
2318,2020-04-07 23:56:43+00:00,Y’all are bugging the fuck out,,"Richmond, VA","['Y', '’', 'all', 'are', 'bugging', 'the', 'fuck', 'out']",2020-04-07
2319,2020-04-07 23:56:34+00:00,"My first appointment with a new therapist was today. Her office is using VSee to facilitate sessions remotely. That first appointment is always strange, but I think it worked out well.",,"Richmond, VA","['My', 'first', 'appointment', 'with', 'a', 'new', 'therapist', 'was', 'today', '.', 'Her', 'office', 'is', 'using', 'VSee', 'to', 'facilitate', 'sessions', 'remotely', '.', 'That', 'first', 'appointment', 'is', 'always', 'strange', ',', 'but', 'I', 'think', 'it', 'worked', 'out', 'well', '.']",2020-04-07
2320,2020-04-07 23:56:21+00:00,This isn’t my real mom this is like my mom,,"Richmond, VA","['This', 'isn', '’', 't', 'my', 'real', 'mom', 'this', 'is', 'like', 'my', 'mom']",2020-04-07
2321,2020-04-07 23:55:19+00:00,that 1k finna be lookin very pretty in my account,,"Richmond, VA","['that', '1k', 'finna', 'be', 'lookin', 'very', 'pretty', 'in', 'my', 'account']",2020-04-07
2322,2020-04-07 23:54:29+00:00,"Happy birthday my dude, I’m sure you’ll still have fun even in quarantine ",,"Richmond, VA","['Happy', 'birthday', 'my', 'dude', ',', 'I', '’', 'm', 'sure', 'you', '’', 'll', 'still', 'have', 'fun', 'even', 'in', 'quarantine']",2020-04-07
2323,2020-04-07 23:54:20+00:00,A Queen,,"Richmond, VA","['A', 'Queen']",2020-04-07
2324,2020-04-07 23:54:15+00:00,Girl. And she hung up.,,"Richmond, VA","['Girl', '.', 'And', 'she', 'hung', 'up', '.']",2020-04-07
2325,2020-04-07 23:53:53+00:00,Amen !! ,,"Richmond, VA","['Amen', '!', '!']",2020-04-07
2326,2020-04-07 23:53:43+00:00,So this is like a thing fr me to be like can you do me a favor,,"Richmond, VA","['So', 'this', 'is', 'like', 'a', 'thing', 'fr', 'me', 'to', 'be', 'like', 'can', 'you', 'do', 'me', 'a', 'favor']",2020-04-07
2327,2020-04-07 23:53:39+00:00,"Do You Hear ""Yanny"" or ""Laurel""? (SOLVED with SCIENCE) https://youtu.be/yDiXQl7grPQ via @YouTube",,"Richmond, VA","['Do', 'You', 'Hear', '``', 'Yanny', ""''"", 'or', '``', 'Laurel', ""''"", '?', '(', 'SOLVED', 'with', 'SCIENCE', ')', 'https', ':', '//youtu.be/yDiXQl7grPQ', 'via', '@', 'YouTube']",2020-04-07
2328,2020-04-07 23:53:30+00:00,The fact that everyone has they own dawg is alarming,,"Richmond, VA","['The', 'fact', 'that', 'everyone', 'has', 'they', 'own', 'dawg', 'is', 'alarming']",2020-04-07
2329,2020-04-07 23:53:27+00:00,Nah bc I don’t take handouts,,"Richmond, VA","['Nah', 'bc', 'I', 'don', '’', 't', 'take', 'handouts']",2020-04-07
2330,2020-04-07 23:52:56+00:00,They WANT people to die before their times. Pretty sure God is not good with this.,,"Richmond, VA","['They', 'WANT', 'people', 'to', 'die', 'before', 'their', 'times', '.', 'Pretty', 'sure', 'God', 'is', 'not', 'good', 'with', 'this', '.']",2020-04-07
2331,2020-04-07 23:52:53+00:00,#FilmTwitter Who misses the theater?,#FilmTwitter,"Richmond, VA","['#', 'FilmTwitter', 'Who', 'misses', 'the', 'theater', '?']",2020-04-07
2332,2020-04-07 23:52:53+00:00,Okay now that I’ve waited until the last fucking minute,,"Richmond, VA","['Okay', 'now', 'that', 'I', '’', 've', 'waited', 'until', 'the', 'last', 'fucking', 'minute']",2020-04-07
2333,2020-04-07 23:52:35+00:00,that ps5 controler ugly aab. maybe imma just stay wit xbox,,"Richmond, VA","['that', 'ps5', 'controler', 'ugly', 'aab', '.', 'maybe', 'imma', 'just', 'stay', 'wit', 'xbox']",2020-04-07
2334,2020-04-07 23:52:25+00:00,I just don’t understand,,"Richmond, VA","['I', 'just', 'don', '’', 't', 'understand']",2020-04-07
2335,2020-04-07 23:52:22+00:00,born mistake by warrington,,"Richmond, VA","['born', 'mistake', 'by', 'warrington']",2020-04-07
2336,2020-04-07 23:52:01+00:00,Oh yeah....I’m like,,"Richmond, VA","['Oh', 'yeah', '...', '.I', '’', 'm', 'like']",2020-04-07
2337,2020-04-07 23:51:55+00:00,"She cut the line but it was fine at first bc it was hours before, but then when confronted there was a whole yelling thing and she screamed that she couldn’t camp bc she had cancer (but her friend told me in the bathroom it was fake)",,"Richmond, VA","['She', 'cut', 'the', 'line', 'but', 'it', 'was', 'fine', 'at', 'first', 'bc', 'it', 'was', 'hours', 'before', ',', 'but', 'then', 'when', 'confronted', 'there', 'was', 'a', 'whole', 'yelling', 'thing', 'and', 'she', 'screamed', 'that', 'she', 'couldn', '’', 't', 'camp', 'bc', 'she', 'had', 'cancer', '(', 'but', 'her', 'friend', 'told', 'me', 'in', 'the', 'bathroom', 'it', 'was', 'fake', ')']",2020-04-07
2338,2020-04-07 23:51:45+00:00,No she did not....,,"Richmond, VA","['No', 'she', 'did', 'not', '...', '.']",2020-04-07
2339,2020-04-07 23:51:16+00:00,own*,,"Richmond, VA",['own*'],2020-04-07
2340,2020-04-07 23:51:04+00:00,He tagged LeBron ,,"Richmond, VA","['He', 'tagged', 'LeBron']",2020-04-07
2341,2020-04-07 23:50:06+00:00,YouTube barber tutorials getting the most hits right now,,"Richmond, VA","['YouTube', 'barber', 'tutorials', 'getting', 'the', 'most', 'hits', 'right', 'now']",2020-04-07
2342,2020-04-07 23:48:44+00:00,Beautiful af,,"Richmond, VA","['Beautiful', 'af']",2020-04-07
2343,2020-04-07 23:48:34+00:00,"Nothing will be more cursed than Fairfax 2016...rainy, my tent flooded, the night of THE election, everybody was gloomy in the morning, a girl tried to cut the line and used a (fake) cancer excuse, Ana stood on a trash can and yelled, and the line was just a hot mess",,"Richmond, VA","['Nothing', 'will', 'be', 'more', 'cursed', 'than', 'Fairfax', '2016', '...', 'rainy', ',', 'my', 'tent', 'flooded', ',', 'the', 'night', 'of', 'THE', 'election', ',', 'everybody', 'was', 'gloomy', 'in', 'the', 'morning', ',', 'a', 'girl', 'tried', 'to', 'cut', 'the', 'line', 'and', 'used', 'a', '(', 'fake', ')', 'cancer', 'excuse', ',', 'Ana', 'stood', 'on', 'a', 'trash', 'can', 'and', 'yelled', ',', 'and', 'the', 'line', 'was', 'just', 'a', 'hot', 'mess']",2020-04-07
2344,2020-04-07 23:48:22+00:00,That’s how I learned to shoot frfr. Army shit lol,,"Richmond, VA","['That', '’', 's', 'how', 'I', 'learned', 'to', 'shoot', 'frfr', '.', 'Army', 'shit', 'lol']",2020-04-07
2345,2020-04-07 23:48:11+00:00,Milk i can do with out. But baby brought out the palmers Essential oil blend. Sick.,,"Richmond, VA","['Milk', 'i', 'can', 'do', 'with', 'out', '.', 'But', 'baby', 'brought', 'out', 'the', 'palmers', 'Essential', 'oil', 'blend', '.', 'Sick', '.']",2020-04-07
2346,2020-04-07 23:48:03+00:00,Ay y’all be cool how y’all be cool out here ...,,"Richmond, VA","['Ay', 'y', '’', 'all', 'be', 'cool', 'how', 'y', '’', 'all', 'be', 'cool', 'out', 'here', '...']",2020-04-07
2347,2020-04-07 23:47:29+00:00,I-,,"Richmond, VA",['I-'],2020-04-07
2348,2020-04-07 23:47:26+00:00,Quarantine Radio is Raattccccchhhhhhhheeeeeeeeeeeettttttttttttttttttuh,,"Richmond, VA","['Quarantine', 'Radio', 'is', 'Raattccccchhhhhhhheeeeeeeeeeeettttttttttttttttttuh']",2020-04-07
2349,2020-04-07 23:46:48+00:00,Yeah i got a wrap that did numbers,,"Richmond, VA","['Yeah', 'i', 'got', 'a', 'wrap', 'that', 'did', 'numbers']",2020-04-07
2350,2020-04-07 23:46:43+00:00,Even @Rozzell32 would recognize my flow as ultimate swag #realrecognizereal,#realrecognizereal,"Richmond, VA","['Even', '@', 'Rozzell32', 'would', 'recognize', 'my', 'flow', 'as', 'ultimate', 'swag', '#', 'realrecognizereal']",2020-04-07
2351,2020-04-07 23:46:04+00:00,Thought about house 5 but Slapshot terrifies me so 4 it is,,"Richmond, VA","['Thought', 'about', 'house', '5', 'but', 'Slapshot', 'terrifies', 'me', 'so', '4', 'it', 'is']",2020-04-07
2352,2020-04-07 23:46:00+00:00,Yeah you right I see how that works now,,"Richmond, VA","['Yeah', 'you', 'right', 'I', 'see', 'how', 'that', 'works', 'now']",2020-04-07
